typeNo,typeId,typeName,baseCode,mainRouteId,mainRoute,subRouteId,subRoute,questionId,axis,targetSide,targetOptionText,weight,weightFormulaVersion,sourceRule,semanticAuditStatus,semanticAuditReason,lockStatus
3,strategy-commander,企画軍師,TOGE,strategy-commander.m03,戦略展開,strategy-commander.m03.s01,組合せ創出,q38,offensive_stable,B,不確かな状況でも挑戦し、期待以上の成果を出せた時,1.4375,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m03,戦略展開,strategy-commander.m03.s01,組合せ創出,q40,divergent_convergent,B,早く絞りすぎて、もっと良い可能性を逃すこと,1.25,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m03,戦略展開,strategy-commander.m03.s02,複線設計,q01,thinking_action,A,目的や条件を整理し、進め方を考えてから動く,1.125,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m03,戦略展開,strategy-commander.m03.s02,複線設計,q02,offensive_stable,A,達成できない可能性があっても、期待以上の成果を狙う,1.375,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m03,戦略展開,strategy-commander.m03.s02,複線設計,q04,divergent_convergent,A,目的や前提から見直し、別の考え方も探す,1.125,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m03,戦略展開,strategy-commander.m03.s02,複線設計,q08,divergent_convergent,B,見落としがないよう、周りの原因まで広く考える,1.3125,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m03,戦略展開,strategy-commander.m03.s02,複線設計,q10,offensive_stable,A,小さな失敗は受け入れ、早めに試す,1.375,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m03,戦略展開,strategy-commander.m03.s02,複線設計,q12,divergent_convergent,A,関係が薄そうな情報も集め、意外なつながりを探す,1.1875,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m03,戦略展開,strategy-commander.m03.s02,複線設計,q16,divergent_convergent,B,周りの情報まで広げ、新しい論点がないか探す,1.375,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m03,戦略展開,strategy-commander.m03.s02,複線設計,q17,thinking_action,A,追加情報を集め、根拠を増やしてから決める,1.25,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m03,戦略展開,strategy-commander.m03.s02,複線設計,q20,divergent_convergent,A,実現できるかはいったん置き、方向の違う案をたくさん出す,1.1875,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m03,戦略展開,strategy-commander.m03.s02,複線設計,q24,divergent_convergent,B,案を組み合わせ、さらに新しい可能性を増やす,1.1875,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m03,戦略展開,strategy-commander.m03.s02,複線設計,q28,divergent_convergent,A,複数の案を残し、比べるための材料を増やす,1.25,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m03,戦略展開,strategy-commander.m03.s02,複線設計,q32,divergent_convergent,B,まだ見落としている案がないか、もう少し広げて考える,1.3125,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m03,戦略展開,strategy-commander.m03.s02,複線設計,q34,offensive_stable,A,慎重になりすぎて、大きなチャンスを逃すこと,1.4375,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m03,戦略展開,strategy-commander.m03.s02,複線設計,q36,divergent_convergent,A,一つの用途だけにせず、別の使い方にも広げられる形にする,1.25,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m03,戦略展開,strategy-commander.m03.s02,複線設計,q40,divergent_convergent,B,早く絞りすぎて、もっと良い可能性を逃すこと,1.25,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m04,連携資産化,strategy-commander.m04.s01,協力網形成,q03,solo_team,B,担当を細かく区切らず、抜けがあれば互いに補う,1.1875,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m04,連携資産化,strategy-commander.m04.s01,協力網形成,q07,solo_team,A,チーム全体の進め方を見直し、みんなで立て直す,1.1875,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m04,連携資産化,strategy-commander.m04.s01,協力網形成,q11,solo_team,B,途中の案を見せ、相手の反応や追加情報をもらいながら固める,1.3125,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m04,連携資産化,strategy-commander.m04.s01,協力網形成,q15,solo_team,A,早めに情報を集め、それぞれの心配や譲れない条件を確認して、合意できる点を探す,1.0,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m04,連携資産化,strategy-commander.m04.s01,協力網形成,q18,offensive_stable,A,効果と負担を説明し、心配な点を確認したうえで、早めに判断してもらう,1.25,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m04,連携資産化,strategy-commander.m04.s01,協力網形成,q19,solo_team,B,早めに詳しい人へ相談し、知識を持ち寄って解決する,1.125,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m04,連携資産化,strategy-commander.m04.s01,協力網形成,q23,solo_team,A,役割を組み直し、他の人の得意なことを生かして進める,1.125,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m04,連携資産化,strategy-commander.m04.s01,協力網形成,q27,solo_team,B,みんなの強みがうまく合わさり、一人では出せない成果になった時,1.125,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m04,連携資産化,strategy-commander.m04.s01,協力網形成,q31,solo_team,A,チーム全体の成果に貢献したことを評価される,1.25,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m04,連携資産化,strategy-commander.m04.s01,協力網形成,q35,solo_team,B,その場で話を続け、迷っている理由や決める条件を確かめる,1.375,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m04,連携資産化,strategy-commander.m04.s01,協力網形成,q39,solo_team,A,短い共有をこまめに行い、認識のずれや遅れをその都度そろえる,1.125,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m04,連携資産化,strategy-commander.m04.s02,共同資産化,q01,thinking_action,A,目的や条件を整理し、進め方を考えてから動く,1.125,type-question-frequency-v1,manual-semantic,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m04,連携資産化,strategy-commander.m04.s02,共同資産化,q03,solo_team,A,自分の担当とゴールを明確にし、最後まで責任を持つ,1.1875,type-question-frequency-v1,manual-semantic,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m04,連携資産化,strategy-commander.m04.s02,共同資産化,q04,divergent_convergent,A,目的や前提から見直し、別の考え方も探す,1.125,type-question-frequency-v1,manual-semantic,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m04,連携資産化,strategy-commander.m04.s02,共同資産化,q07,solo_team,A,チーム全体の進め方を見直し、みんなで立て直す,1.1875,type-question-frequency-v1,manual-semantic,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m04,連携資産化,strategy-commander.m04.s02,共同資産化,q09,thinking_action,A,全体の仕組みと基本の手順を理解してから使う,1.4375,type-question-frequency-v1,manual-semantic,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m04,連携資産化,strategy-commander.m04.s02,共同資産化,q15,solo_team,A,早めに情報を集め、それぞれの心配や譲れない条件を確認して、合意できる点を探す,1.0,type-question-frequency-v1,manual-semantic,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m04,連携資産化,strategy-commander.m04.s02,共同資産化,q18,offensive_stable,B,無理なく続けられる手順と確認方法を整えてから導入する,1.25,type-question-frequency-v1,manual-semantic,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m04,連携資産化,strategy-commander.m04.s02,共同資産化,q22,offensive_stable,A,使う範囲と確認するタイミングを決め、今の仕事に影響が出にくいところから移す,1.3125,type-question-frequency-v1,manual-semantic,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m04,連携資産化,strategy-commander.m04.s02,共同資産化,q23,solo_team,A,役割を組み直し、他の人の得意なことを生かして進める,1.125,type-question-frequency-v1,manual-semantic,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m04,連携資産化,strategy-commander.m04.s02,共同資産化,q27,solo_team,B,みんなの強みがうまく合わさり、一人では出せない成果になった時,1.125,type-question-frequency-v1,manual-semantic,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m04,連携資産化,strategy-commander.m04.s02,共同資産化,q31,solo_team,A,チーム全体の成果に貢献したことを評価される,1.25,type-question-frequency-v1,manual-semantic,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m04,連携資産化,strategy-commander.m04.s02,共同資産化,q33,thinking_action,A,先に構成と順番を決め、全体の流れを固める,1.3125,type-question-frequency-v1,manual-semantic,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m04,連携資産化,strategy-commander.m04.s02,共同資産化,q36,divergent_convergent,A,一つの用途だけにせず、別の使い方にも広げられる形にする,1.25,type-question-frequency-v1,manual-semantic,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
3,strategy-commander,企画軍師,TOGE,strategy-commander.m04,連携資産化,strategy-commander.m04.s02,共同資産化,q39,solo_team,B,担当と確認するタイミングを決め、そこまでは各自に任せる,1.125,type-question-frequency-v1,manual-semantic,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s01,根本制約特定,q01,thinking_action,A,目的や条件を整理し、進め方を考えてから動く,1.1875,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s01,根本制約特定,q04,divergent_convergent,B,与えられた目的や条件に沿って、解くべきことを絞る,1.3125,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s01,根本制約特定,q08,divergent_convergent,A,影響の大きい原因から順に、調べるものを絞る,1.25,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s01,根本制約特定,q12,divergent_convergent,B,判断に必要な情報を決め、そこに絞って集める,1.4375,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s01,根本制約特定,q16,divergent_convergent,A,目的に直接関係する不足情報だけを追加で集める,1.3125,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s01,根本制約特定,q19,solo_team,B,早めに詳しい人へ相談し、知識を持ち寄って解決する,1.4375,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s01,根本制約特定,q24,divergent_convergent,A,判断の基準を決め、良さそうな案を少数に絞る,1.375,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s01,根本制約特定,q25,thinking_action,A,原因を分けて考え、直す順番を決めてから対応する,1.1875,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s01,根本制約特定,q29,thinking_action,B,いったん止めて共通の原因を見つけてから、再開する,1.25,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s01,根本制約特定,q32,divergent_convergent,A,いったん判断基準を決め、結論を出す段階へ進む,1.125,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s01,根本制約特定,q33,thinking_action,A,先に構成と順番を決め、全体の流れを固める,1.25,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s01,根本制約特定,q37,thinking_action,B,計画を立て直し、優先順位と再開する条件を決めてから動く,1.125,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s01,根本制約特定,q40,divergent_convergent,A,広げすぎて、結局何も形にならないこと,1.3125,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s02,判断停滞解除,q01,thinking_action,A,目的や条件を整理し、進め方を考えてから動く,1.1875,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s02,判断停滞解除,q05,thinking_action,B,短い時間でも目的や条件を確認し、進め方を決めてから始める,1.25,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s02,判断停滞解除,q11,solo_team,A,相手が重視することと未決定の点を整理し、選びやすい形で示す,1.375,type-question-frequency-v1,type,changed,決定者が選べるよう判断材料と未決事項を整理して示すためAを採用,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s02,判断停滞解除,q15,solo_team,A,早めに情報を集め、それぞれの心配や譲れない条件を確認して、合意できる点を探す,1.1875,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s02,判断停滞解除,q17,thinking_action,A,追加情報を集め、根拠を増やしてから決める,1.25,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s02,判断停滞解除,q18,offensive_stable,A,効果と負担を説明し、心配な点を確認したうえで、早めに判断してもらう,1.0625,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s02,判断停滞解除,q21,thinking_action,B,残り時間で追加確認をし、より確かな判断をしてから決める,1.125,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s02,判断停滞解除,q22,offensive_stable,A,使う範囲と確認するタイミングを決め、今の仕事に影響が出にくいところから移す,1.1875,type-question-frequency-v1,type,changed,判断範囲と確認時期を先に固定し、停滞を再発させないためAを採用,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s02,判断停滞解除,q23,solo_team,A,役割を組み直し、他の人の得意なことを生かして進める,1.125,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s02,判断停滞解除,q32,divergent_convergent,A,いったん判断基準を決め、結論を出す段階へ進む,1.125,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s02,判断停滞解除,q35,solo_team,B,その場で話を続け、迷っている理由や決める条件を確かめる,1.375,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s02,判断停滞解除,q37,thinking_action,B,計画を立て直し、優先順位と再開する条件を決めてから動く,1.125,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s02,判断停滞解除,q39,solo_team,B,担当と確認するタイミングを決め、そこまでは各自に任せる,1.0,type-question-frequency-v1,type,changed,担当・決定期限・確認時期を定め、各自が判断を返せる状態にするためBを採用,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s03,資源詰まり解消,q02,offensive_stable,A,達成できない可能性があっても、期待以上の成果を狙う,1.25,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s03,資源詰まり解消,q03,solo_team,B,担当を細かく区切らず、抜けがあれば互いに補う,1.25,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s03,資源詰まり解消,q06,offensive_stable,B,余った時間や人手を使い、成果をさらに伸ばす,1.4375,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s03,資源詰まり解消,q07,solo_team,A,チーム全体の進め方を見直し、みんなで立て直す,1.1875,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s03,資源詰まり解消,q15,solo_team,A,早めに情報を集め、それぞれの心配や譲れない条件を確認して、合意できる点を探す,1.1875,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s03,資源詰まり解消,q18,offensive_stable,A,効果と負担を説明し、心配な点を確認したうえで、早めに判断してもらう,1.0625,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s03,資源詰まり解消,q23,solo_team,A,役割を組み直し、他の人の得意なことを生かして進める,1.125,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s03,資源詰まり解消,q26,offensive_stable,A,少し負担が増えても、目立つ価値を一つ加える,1.3125,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s03,資源詰まり解消,q27,solo_team,B,みんなの強みがうまく合わさり、一人では出せない成果になった時,1.3125,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s03,資源詰まり解消,q30,offensive_stable,B,一部に差が出ても、最も伸びそうな仕事へ力を集める,1.1875,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s03,資源詰まり解消,q31,solo_team,A,チーム全体の成果に貢献したことを評価される,1.3125,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s03,資源詰まり解消,q34,offensive_stable,A,慎重になりすぎて、大きなチャンスを逃すこと,1.25,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s03,資源詰まり解消,q38,offensive_stable,B,不確かな状況でも挑戦し、期待以上の成果を出せた時,1.25,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m01,制約診断,siege-advisor.m01.s03,資源詰まり解消,q39,solo_team,A,短い共有をこまめに行い、認識のずれや遅れをその都度そろえる,1.0,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m02,攻略工程,siege-advisor.m02.s01,依存関係整理,q01,thinking_action,A,目的や条件を整理し、進め方を考えてから動く,1.1875,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m02,攻略工程,siege-advisor.m02.s01,依存関係整理,q03,solo_team,A,自分の担当とゴールを明確にし、最後まで責任を持つ,1.25,type-question-frequency-v1,type,changed,工程ごとの担当・ゴール・受け渡し責任を明確にするためAを採用,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m02,攻略工程,siege-advisor.m02.s01,依存関係整理,q05,thinking_action,B,短い時間でも目的や条件を確認し、進め方を決めてから始める,1.25,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m02,攻略工程,siege-advisor.m02.s01,依存関係整理,q08,divergent_convergent,A,影響の大きい原因から順に、調べるものを絞る,1.25,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m02,攻略工程,siege-advisor.m02.s01,依存関係整理,q16,divergent_convergent,A,目的に直接関係する不足情報だけを追加で集める,1.3125,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
4,siege-advisor,攻城参謀,TOGF,siege-advisor.m02,攻略工程,siege-advisor.m02.s01,依存関係整理,q17,thinking_action,A,追加情報を集め、根拠を増やしてから決める,1.25,type-question-frequency-v1,type,verified,分岐の判断原理・近接分岐との境界に対して対象側が矛盾しないことを確認,locked-not-implemented
